CSV File,Question,Answer
question_answer_v2\Hotel_visa Letter Request.csv,"What is the fee for a hard copy of the visa letter, and how is it charged?","US$25, added to the conference registration fee."
question_answer_v2\Hotel_visa Letter Request.csv,What should participants do before making travel arrangements?,Check entry and visa requirements at least 3 months in advance.
question_answer_v2\Hotel_visa Letter Request.csv,Does IEEE ComSoc issue a Letter of Sponsorship or Letter of Guarantee?,No.
question_answer_v2\Hotel_visa Letter Request.csv,What is IEEE ComSoc's policy on refunds for visa rejections or inability to enter the country?,No refunds will be given.
question_answer_v2\Hotel_visa Letter Request.csv,Does IEEE ComSoc have the ability to influence the embassy's/consulate's decision or appeal on behalf of an applicant?,No.
question_answer_v2\Hotel_visa Letter Request.csv,Who should I contact regarding the status of my visa?,"The embassy/consulate of the country where the conference will be held, in your home country."
question_answer_v2\Hotel_visa Letter Request.csv,What is IEEE ComSoc's liability in case of any loss or damage related to the visa application process?,IEEE ComSoc will not be liable for any loss or damage.
question_answer_v2\Hotel_visa Tour Packages.csv,What types of travel packages are available in Kuala Lumpur?,"KL Grand Tour, KL City Tour, Country & Batu Caves Tour, Firefly & Kuala Selangor Tour, and Genting Highland Tour."
question_answer_v2\Hotel_visa Tour Packages.csv,Does Kuala Lumpur offer the opportunity to explore both iconic landmarks and local culture?,"Yes, through various travel packages."
question_answer_v2\Hotel_visa Tour Packages.csv,Is it possible to experience countryside and spirituality in Kuala Lumpur?,"Yes, with the Country & Batu Caves Tour."
question_answer_v2\Hotel_visa Tour Packages.csv,What does the 'KL Grand Tour' offer?,A comprehensive journey through Kuala Lumpur's iconic landmarks and cultural highlights.
question_answer_v2\Hotel_visa Tour Packages.csv,What does the 'KL City Tour' focus on?,A concise exploration of Kuala Lumpur's bustling city center.
question_answer_v2\Hotel_visa Tour Packages.csv,What are the highlights of the 'Country & Batu Caves Tour'?,Natural beauty and a visit to the awe-inspiring Batu Caves.
question_answer_v2\Hotel_visa Tour Packages.csv,What can you experience in the 'Firefly & Kuala Selangor Tour'?,The magical spectacle of fireflies in Kuala Selangor's mangrove forests.
question_answer_v2\Hotel_visa Tour Packages.csv,What does the 'Genting Highland Tour' include?,A trip to a highland resort with cool mountain air and entertainment.
question_answer_v2\Hotel_visa Tour Packages.csv,Who can I contact for more details on Kuala Lumpur travel packages?,Mayflower and World Traveller travel agencies.
question_answer_v2\Hotel_visa Tour Packages.csv,How can I contact Mayflower for travel packages?,"Through their website or Christy Foong at Christy.foong@mayflower-group.com, phone: 012-2896373."
question_answer_v2\Hotel_visa Tour Packages.csv,How can I contact World Traveller for travel packages?,"Through their Facebook page or Jamie Wong at Jamie.wong@worldtravellers-dmc.com, phone: 017-2996372."
question_answer_v2\Hotel_visa.csv,Where can I apply for a Malaysian visa?,At any nearest Malaysian Embassies and High Commissions Office Abroad.
question_answer_v2\Hotel_visa.csv,Where can I find a list of Malaysian Embassies and Consulates around the world?,On the Ministry of Foreign Affairs Website.
question_answer_v2\Hotel_visa.csv,Is it possible to apply for a Malaysian visa online?,"Yes, through the eVISA Portal."
question_answer_v2\Hotel_visa.csv,Who can apply through the eVISA Portal?,"Tourists, Expatriates, Students, and Medical tourists."
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Welcome Reception patronage?,"$20,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit of the Welcome Reception patronage?,Company logo displayed in the welcome reception area and Two full conference registrations and access to social events
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Welcome Reception patronage more than $10,000?",Yes
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Welcome Reception?,The Welcome Reception at IEEE GLOBECOM 2023 is an exclusive patronage opportunity.
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Awards Luncheon patronage?,"$20,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit 1 of the Awards Luncheon patronage?,Company logo displayed in the award luncheon area and Two full conference registrations and access to social events
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Awards Luncheon patronage more than $10,000?",Yes
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Awards Luncheon?,The Awards Luncheon is an exclusive patronage opportunity.
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Conference Breaks patronage?,"$10,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit of the Conference Breaks patronage?,Company logo displayed in the coffee break area
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Conference Breaks patronage more than $10,000?",No
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Conference Breaks?,Break Sponsorship
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Lanyards patronage?,"$10,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit 1 of the Lanyards patronage?,Exclusive to one patron and Company logo printed on conference lanyard
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Lanyards patronage more than $10,000?",No
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Lanyards?,Merchandise
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the WiFi Internet Access patronage?,"$15,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit of the WiFi Internet Access patronage?,Company recognized on WiFi internet access screen and Printed information with WiFi details and company name
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the WiFi Internet Access patronage more than $10,000?",Yes
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the WiFi Internet Access?,Technical Service
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Conference Banquet patronage?,"$20,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit of the Conference Banquet patronage?,Company logo displayed in the conference banquet area and Two full conference registrations and access to social events
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Conference Banquet patronage more than $10,000?",Yes
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Conference Banquet?,The Conference Banquet is an exclusive patronage opportunity at IEEE GLOBECOM 2023.
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Internet Kiosk & Charging Station patronage?,"$10,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit of the Internet Kiosk & Charging Station patronage?,Featured recognition with corporate logo at the area
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Internet Kiosk & Charging Station patronage more than $10,000?",No
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Internet Kiosk & Charging Station?,The Internet Kiosk & Charging Station is an exclusive patronage opportunity.
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the AV for Interactive Poster Session patronage?,"$10,000"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit of the AV for Interactive Poster Session patronage?,Featured recognition with corporate logo at the area
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the AV for Interactive Poster Session patronage more than $10,000?",No
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the AV for Interactive Poster Session?,The AV for Interactive Poster Session is an exclusive patronage opportunity.
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is the cost of the Exhibit Booth patronage?,"$3,500"
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What is benefit  of the Exhibit Booth patronage?,Company logo and description on conference website and app and Includes booth setup and furniture
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,"Is the Exhibit Booth patronage more than $10,000?",No
question_answer_v2\Patrons_exclusive Patronage Opportunities.csv,What type of opportunity is the Exhibit Booth?,The Exhibit Booth is an exclusive patronage opportunity.
question_answer_v2\Patrons_Exhibitors.csv,How many attendees usually attend IEEE GLOBECOM each year?,"Over 2,000 attendees."
question_answer_v2\Patrons_Exhibitors.csv,How many countries do attendees of IEEE GLOBECOM come from?,Attendees come from over 70 countries.
question_answer_v2\Patrons_Exhibitors.csv,What does the program of IEEE GLOBECOM consist of?,"Keynote sessions, technical paper sessions, tutorials, workshops, and industry sessions."
question_answer_v2\Patrons_Exhibitors.csv,How long is the IEEE GLOBECOM event?,It is a 5-day event.
question_answer_v2\Patrons_Exhibitors.csv,What types of audiences does IEEE GLOBECOM bring together?,Audiences from both industry and academia.
question_answer_v2\Patrons_Exhibitors.csv,What are the benefits of being a patron of IEEE GLOBECOM for an organization?,"Elevated status in the industry, maximum exposure to influential audience, and first-hand access to latest research."
question_answer_v2\Patrons_Exhibitors.csv,Who can an organization contact to become a Globecom 2023 Patron?,"Contact the Patronage Co-Chair, Azwan Mahmud."
question_answer_v2\Patrons_Exhibitors.csv,Is IEEE GLOBECOM known for its research and innovations in communications and networking technology?,"Yes, it is known for that."
question_answer_v2\Patrons_Exhibitors.csv,How much exposure can an organization gain by being a patron of IEEE GLOBECOM?,Maximum exposure to an influential audience.
question_answer_v2\Patrons_Exhibitors.csv,Does being a patron of IEEE GLOBECOM provide access to discussions on 5G and IoT?,"Yes, it provides access to discussions on 5G, IoT, and other relevant topics."
question_answer_v2\Patrons_Exhibitors.csv,Does becoming a patron result in an organization's products and services being showcased?,"Yes, they will be prominently featured."
question_answer_v2\Program_day 1.csv,What date is the CISS 1 program session on Emerging Security Issues?,"Tuesday, December 5"
question_answer_v2\Program_day 1.csv,What time does the CISS 1 program session start and end?,8:30 - 10:00
question_answer_v2\Program_day 1.csv,Where is CISS 1 program being held?,Room 301
question_answer_v2\Program_day 1.csv,Who is the chair of CISS 1 program?,Yuhong Wang
question_answer_v2\Program_day 1.csv,Which institution is Yuhong Wang affiliated with?,"Institute for Infocomm Research, Singapore"
question_answer_v2\Program_day 1.csv,What is the title of the first presentation in CISS 1 program?,Efficient and Privacy-Preserving Eclipse Query over Encrypted Data
question_answer_v2\Program_day 1.csv,Who are the authors of 'Efficient and Privacy-Preserving Eclipse Query over Encrypted Data'?,"Weiyu Song, Yonggang Zhang, Lili Sun, Yandong Zheng, Rongxing Lu"
question_answer_v2\Program_day 1.csv,Is 'QoS Aware Transmit Beamforming for Secure Backscattering in Symbiotic Radio Systems' a topic in CISS 1 program?,Yes
question_answer_v2\Program_day 1.csv,How many authors collaborated on 'Machine Learning-based Robust Physical Layer Authentication Using Angle of Arrival Estimation'?,Five
question_answer_v2\Program_day 1.csv,Which university is associated with Ellen Z. Zhang?,"University of New Brunswick, Canada"
question_answer_v2\Program_day 1.csv,Does the session include a presentation on Host-based Flow Table Size Inference in Multi-hop SDN?,Yes
question_answer_v2\Program_day 1.csv,Which universities are represented in 'Host-based Flow Table Size Inference in Multi-hop SDN'?,"Pennsylvania State University, USA; Sapienza University of Rome, Italy; University of Wisconsin, USA"
question_answer_v2\Program_day 1.csv,What is the date and time of the CQRM 1 session on Beyond 5G/6G Radio Communications?,"Tuesday, December 5, from 8:30 to 10:00"
question_answer_v2\Program_day 1.csv,Where will the CQRM 1 program session be held?,Room 305
question_answer_v2\Program_day 1.csv,Who is the chair of the CQRM 1 program session?,"Riccardo Venanzi from the University of Bologna, Italy & University of Ferrara, Italy"
question_answer_v2\Program_day 1.csv,What is the first presentation in the CQRM 1 program session about?,An Experimental Platform of a Beyond-5G Network with Machine Learning Integration
question_answer_v2\Program_day 1.csv,Who are the authors of 'An Experimental Platform of a Beyond-5G Network with Machine Learning Integration'?,"Luis A Garrido, Anestis Dalgkitsis, Golshan Famitafreshi, Apostolos Siokis, Kostas Ramantas, Christos Verikoukis"
question_answer_v2\Program_day 1.csv,Is there a presentation on 'A Digital Twin Framework for Dynamic Monitoring of Hardware Impairment in RIS-aided Networks' in the CQRM 1 session?,Yes
question_answer_v2\Program_day 1.csv,Which university is Atiquzzaman Mondal affiliated with?,"Indian Institute of Information Technology Guwahati, India"
question_answer_v2\Program_day 1.csv,What is the topic of Qianqian Pan's presentation in the CQRM 1 program session?,Swarm Learning IRS in 6G-Metaverse: Secure Configurable Resources Trading for Reliable XR Communications
question_answer_v2\Program_day 1.csv,Does the session include a presentation on Reconfigurable Intelligent Surface-Enabled Physical-Layer Network Coding?,Yes
question_answer_v2\Program_day 1.csv,How many authors contributed to 'Reconfigurable Intelligent Surface-Enabled Physical-Layer Network Coding for Higher Order M-QAM Signals'?,Eight
question_answer_v2\Program_day 1.csv,What is the date and time of the CSM 1 program session on Video Streaming?,"Tuesday, December 5, from 8:30 to 10:00"
question_answer_v2\Program_day 1.csv,Where is the CSM 1 program session on Video Streaming being held?,Room 302
question_answer_v2\Program_day 1.csv,Who is the chair of the CSM 1 program session?,"Alassane Samba from Orange Innovation, France"
question_answer_v2\Program_day 1.csv,What is the title of the first presentation in the CSM 1 program session?,Adaptive Processing for Video Streaming with Energy Constraint: A Multi-Agent Reinforcement Learning Method
question_answer_v2\Program_day 1.csv,Which university is Hongze Liu affiliated with?,"Shanghai Jiao Tong University, China"
question_answer_v2\Program_day 1.csv,What is the focus of the presentation by Jinwei Zhao and Jianping Pan?,QoE-driven Joint Decision-Making for Multipath Adaptive Video Streaming
question_answer_v2\Program_day 1.csv,Is 'FBMS: Friendliness Balancing based Multipath Scheduling for Differential Video Streaming' a topic in the CSM 1 program session?,Yes
question_answer_v2\Program_day 1.csv,Which universities are represented in 'Queue-Learning-based QoE Optimization for Super-Resolution-assisted Adaptive Video Streaming'?,"Chongqing University of Posts and Telecommunications, China; University of Science and Technology of China, China"
question_answer_v2\Program_day 1.csv,What is the subject of 'The Advertising in Online Video Platform: A Game Theory Analysis'?,The Advertising in Online Video Platform
question_answer_v2\Program_day 1.csv,Who are the authors of 'The Advertising in Online Video Platform: A Game Theory Analysis'?,"Pingshan Liu, Zhangjing Cai, Qi Liang, Sizheng Fan"
question_answer_v2\Program_day 1.csv,What is the date and time of the IS 1: Interactive Subsession CT_I1 program?,"Tuesday, December 5, from 8:30 to 9:15"
question_answer_v2\Program_day 1.csv,Where will the IS 1: Interactive Subsession CT_I1 program take place?,Exhibition Hall (Grand Ballroom) - Level 3
question_answer_v2\Program_day 1.csv,Who is the chair of the IS 1: Interactive Subsession CT_I1 program?,"Hong Xing from The Hong Kong University of Science and Technology (Guangzhou), China & The Hong Kong University of Science and Technology, Hong Kong"
question_answer_v2\Program_day 1.csv,What is the focus of 'Supporting Passive Users in mmWave Networks'?,Supporting Passive Users in mmWave Networks
question_answer_v2\Program_day 1.csv,Who are the authors of 'Supporting Passive Users in mmWave Networks'?,"Mine Gokce Dogan, Martina Cardone, Christina Fragouli"
question_answer_v2\Program_day 1.csv,What is the subject of Zhenran Kuai and Shaowei Wang's presentation?,Online Virtual Network Function Scheduling Towards Deterministic Latency
question_answer_v2\Program_day 1.csv,Which university is associated with Kagan Akcay?,"TU Berlin, Germany"
question_answer_v2\Program_day 1.csv,Is there a presentation on 'Deadline-Constrained Opportunistic Spectrum Access With Spectrum Handoff' in IS 1 ?,Yes
question_answer_v2\Program_day 1.csv,"What is the topic discussed by Haifeng Wen, Hong Xing, and Osvaldo Simeone?",Convergence Analysis of Over-the-Air FL with Compression and Power Control via Clipping
question_answer_v2\Program_day 1.csv,What is the title of the session chaired by Hong Xing?,Interactive Subsession CT_I1
question_answer_v2\Program_day 2.csv,Is there an event related to Privacy-Preserving Techniques on December 6?,Yes
question_answer_v2\Program_day 2.csv,How many chairs are there for CISS 7 program?,Two
question_answer_v2\Program_day 2.csv,Who is Joerg Kliewer?,Chair at CISS 7
question_answer_v2\Program_day 2.csv,Which university is Joerg Kliewer affiliated with?,"New Jersey Institute of Technology, USA"
question_answer_v2\Program_day 2.csv,What is the title of the presentation by Olusola Tolulope Odeyomi?,Personalized Online Federated Learning With Differential Privacy in Constrained Environments: A Meta-Learning Approach
question_answer_v2\Program_day 2.csv,How much time is allocated for CISS 7 program?,1 hour 30 minutes
question_answer_v2\Program_day 2.csv,Is 'Multi-Server Secure Aggregation with Unreliable Communication Links' a topic at CISS 7?,Yes
question_answer_v2\Program_day 2.csv,What is the room number for CISS 8 program?,Room 304
question_answer_v2\Program_day 2.csv,Who is the chair for CISS 8 program?,Shanxiang Lyu
question_answer_v2\Program_day 2.csv,Which university is Shanxiang Lyu from?,"Jinan University, China"
question_answer_v2\Program_day 2.csv,Does the presentation 'RansomAI: AI-powered Ransomware for Stealthy Encryption' involve the University of Zurich?,Yes
question_answer_v2\Program_day 2.csv,Who are the authors of 'Lightweight Substitution box using Elliptic Curve Cryptography for Image Encryption Applications'?,Naqash Azeem Khan and Azlan Awang
question_answer_v2\Program_day 2.csv,Is there a presentation on Post-Quantum Secure Hybrid Methods at the event?,Yes
question_answer_v2\Program_day 2.csv,Which institution is associated with 'Efficient Sample Alignment with Fast Polynomial Interpolation for Vertical Federated Learning'?,"Xidian University, China"
question_answer_v2\Program_day 2.csv,Who is the chair of CQRM 4 program?,Agapi Mesodiakaki
question_answer_v2\Program_day 2.csv,What university is Agapi Mesodiakaki affiliated with?,Aristotle University of Thessaloniki (AUTH)
question_answer_v2\Program_day 2.csv,What is the focus of 'Adaptive Pub/sub Message Delivery for World Weather IoT'?,Adaptive message delivery for IoT in weather context
question_answer_v2\Program_day 2.csv,Which university is involved in 'Information Timeliness Guaranteed Communication and Energy Control Integration in Multi-Mode Power IoT'?,North China Electric Power University
question_answer_v2\Program_day 2.csv,What is the main theme of 'AWS IoT Service Integration for Real Industry 4.0 Deployments'?,Integration of AWS IoT services in Industry 4.0
question_answer_v2\Program_day 2.csv,Who are the authors from Beijing University of Posts and Telecommunications for 'Modeling and Design of the Communication Sensing and Control Coupled Closed-Loop Industrial System'?,"Zeyang Meng, Dingyou Ma, Shengfeng Wang, Zhiqing Wei, Zhiyong Feng"
question_answer_v2\Program_day 2.csv,What is the chair's name for CRAEN 3 program?,Yiqin Deng
question_answer_v2\Program_day 2.csv,Which university is Yiqin Deng associated with?,"Shandong University, China"
question_answer_v2\Program_day 2.csv,What is the topic of 'Reinforcement Learning based Energy-Efficient Routing with Latency Constraints for FANETs'?,Energy-efficient routing in FANETs using reinforcement learning with latency constraints
question_answer_v2\Program_day 2.csv,Who are the authors from Queen's University in 'How Does Forecasting Affect the Convergence of DRL Techniques in O-RAN Slicing?',"Ahmad M. Nagib, Hossam S. Hassanein"
question_answer_v2\Program_day 2.csv,What is the focus of 'Throughput Maximization for RSMA-Empowered CRN under Short-Packet Communications: A DRL-Based Approach'?,Maximizing throughput in RSMA-empowered CRN using DRL for short-packet communications
question_answer_v2\Program_day 2.csv,Which institution is linked to 'A Partially Observable Deep Multi-Agent Active Inference Framework for Resource Allocation in 6G and Beyond Wireless Communications Networks'?,"Nanjing University of Aeronautics and Astronautics, China"
question_answer_v2\Program_day 2.csv,Is there a presentation involving the University of Texas at Dallas on December 6?,"Yes, in 'A Partially Observable Deep Multi-Agent Active Inference Framework for Resource Allocation in 6G and Beyond Wireless Communications Networks'"
question_answer_v2\Program_day 2.csv,Who is the chair of CSM 4 program?,Van Tong
question_answer_v2\Program_day 2.csv,Which university is Van Tong associated with?,"Hanoi University of Science and Technology, Vietnam"
question_answer_v2\Program_day 2.csv,What is the main focus of 'Secure and Efficient Federated Learning for Robust Intrusion Detection in IoT Networks'?,Federated learning for intrusion detection in IoT networks
question_answer_v2\Program_day 2.csv,Which university is associated with 'SSHCEth: Secure Smart Home Communications based on Ethereum Blockchain and Smart Contract'?,"Bnou Toufail University, Morocco"
question_answer_v2\Program_day 2.csv,What is the theme of 'Secure Migration in NGN: An Optimal Stopping Problem Approach with Partial Observability'?,Secure migration in Next Generation Networks using an optimal stopping problem approach
question_answer_v2\Program_day 2.csv,"Who are the authors of 'An MPQUIC-based frame-granularity transmission mechanism for adaptive video streaming' from Central South University, China?","JunHao Wu, Wang Yang, and Lihuan Hui"
question_answer_v2\Program_day 2.csv,Who is the chair for CT 2: Communication Theory for Reconfigurable Intelligent Surfaces?,Qianqian Zhang
question_answer_v2\Program_day 2.csv,Which university is Qianqian Zhang affiliated with?,"University of Electronic Science and Technology of China, China"
question_answer_v2\Program_day 2.csv,What is the focus of 'Channel Capacity of RIS-assisted Symbiotic Radios with Imperfect Knowledge of Channels'?,Channel capacity in RIS-assisted symbiotic radios with imperfect channel knowledge
question_answer_v2\Program_day 2.csv,Which universities are involved in 'Novel Hybrid RIS Architectures and Beamforming Optimization for Energy-Efficient Multi-User MISO'?,"University of Cyprus, Cyprus"
question_answer_v2\Program_day 2.csv,What is the main concept of 'Hybrid Active-Passive Intelligent Reflecting Surface for Secure Communication'?,Using hybrid active-passive intelligent reflecting surface for secure communication
question_answer_v2\Program_day 2.csv,What are the affiliations of the authors in 'Two-Timescale Design for Reconfigurable Intelligent Surface-Aided URLLC'?,"Queen Mary University of London, China and Southeast University, China"
question_answer_v2\Program_day 2.csv,Who are the authors from Nanjing University of Posts and Telecommunications for 'A Low-Complexity Design for STAR-RIS Aided Multi-Antenna NOMA Systems'?,"Shizhao Yang, Jun Zhang, and Hongbo Zhu"
question_answer_v2\Program_day 2.csv,Who is the chair for the session CT 2 program?,Qianqian Zhang
question_answer_v2\Program_day 2.csv,Which university is Qianqian Zhang from?,"University of Electronic Science and Technology of China, China"
question_answer_v2\Program_day 2.csv,What is the subject of 'Channel Capacity of RIS-assisted Symbiotic Radios with Imperfect Knowledge of Channels'?,RIS-assisted symbiotic radios' channel capacity with imperfect channel knowledge
question_answer_v2\Program_day 2.csv,What are the authors' affiliations in 'Novel Hybrid RIS Architectures and Beamforming Optimization for Energy-Efficient Multi-User MISO'?,"University of Cyprus, Cyprus"
question_answer_v2\Program_day 2.csv,What is the main idea of 'Hybrid Active-Passive Intelligent Reflecting Surface for Secure Communication'?,Using a hybrid active-passive intelligent reflecting surface for secure communication
question_answer_v2\Program_day 2.csv,Who is the chair for the session GCSN 4 program?,Kim Khoa Nguyen
question_answer_v2\Program_day 2.csv,Which institution is Kim Khoa Nguyen affiliated with?,"?cole de Technologie Sup?rieure, Canada"
question_answer_v2\Program_day 2.csv,What is the focus of 'Hierarchical Meta-Reinforcement Learning for Resource-Efficient Slicing in O-RAN'?,Hierarchical meta-reinforcement learning for efficient resource slicing in O-RAN
question_answer_v2\Program_day 2.csv,What is the main concept in 'Parallel Computing for Energy-Efficient Baseband Processing in O-RAN: Synchronization and OFDM Implementation Based on SPMD'?,Energy-efficient baseband processing in O-RAN using parallel computing and SPMD
question_answer_v2\Program_day 2.csv,What is discussed in 'A Heuristic Spatio-temporal Scheduling for Virtual Network Allocation Considering Renewable Energy'?,Heuristic spatio-temporal scheduling for virtual network allocation with a focus on renewable energy
question_answer_v2\Program_day 2.csv,"Who are the authors of 'Fast In-Network Functionality Embedding in Software-Defined Service-Centric Networking' from Beijing University of Posts and Telecommunications, China?","Xiaolu Li, Renchao Xie, Tao Huang, and Yunjie Liu"
question_answer_v2\Program_day 3.csv,What is the date and time for the CQRM 8 session program?,"Thursday, December 7, from 8:30 to 10:00"
question_answer_v2\Program_day 3.csv,What is the main topic of CQRM 8 program?,Network Slicing and SDN/NFV
question_answer_v2\Program_day 3.csv,Who is the chair of the CQRM 8 session?,"Keshav Singh (National Sun Yat-sen University, Taiwan)"
question_answer_v2\Program_day 3.csv,"What university is Takehiro Sato from, who presented at the CQRM 8 session?","Kyoto University, Japan"
question_answer_v2\Program_day 3.csv,Is the 'Deep Reinforcement Learning-Based Network Slicing Algorithm for 5G Heterogenous Services' a part of CQRM 8?,Yes
question_answer_v2\Program_day 3.csv,What is the focus of the session CQRM 9 program?,Routing and Traffic Steering
question_answer_v2\Program_day 3.csv,Who is the chair of the CQRM 9 session program?,"Keping Yu (Hosei University, Japan)"
question_answer_v2\Program_day 3.csv,Which university is associated with the project 'Flowlet-level Routing Optimization with GNN-based Multi-agent Deep Reinforcement Learning'?,"Hunan Normal University, China"
question_answer_v2\Program_day 3.csv,What is the topic of the paper presented by Van-Dinh Nguyen and his team?,Enabling Intelligent Traffic Steering in A Hierarchical Open Radio Access Network
question_answer_v2\Program_day 3.csv,Is there a presentation related to oblivious routing in the CQRM 9 session program?,Yes
question_answer_v2\Program_day 3.csv,What is the title of the paper presented by Jiawei Chen and team in CQRM 9?,Deep Reinforcement Learning Based Dynamic Routing Optimization for Delay-Sensitive Applications
question_answer_v2\Program_day 3.csv,Is 'Latency-Optimal Network Microservice Architecture Deployment in SDN' a part of CQRM 8 program?,Yes
question_answer_v2\Program_day 3.csv,What is the date of the CISS 12 : Blockchain Security II session program?,"Thursday, December 7"
question_answer_v2\Program_day 3.csv,How much time is allocated for the CISS 12: Blockchain Security II session program?,1 hour and 30 minutes (from 8:30 to 10:00)
question_answer_v2\Program_day 3.csv,Is Haotian Chi the chair of the CISS 12: Blockchain Security II session program?,Yes
question_answer_v2\Program_day 3.csv,What university is Haotian Chi associated with?,"Shanxi University, China"
question_answer_v2\Program_day 3.csv,What is the title of the paper presented by Puhe Hao and his team?,A Privacy-Preserving Data Sharing Scheme Based on Blockchain for Vehicular Edge Networks
question_answer_v2\Program_day 3.csv,Which university is associated with the Smart Contract Firewall project?,"Guangzhou University, China"
question_answer_v2\Program_day 3.csv,What is the topic of CISS 13 session program?,AI-aided Security II
question_answer_v2\Program_day 3.csv,Who is the chair of the CISS 13 session program?,"Safa Otoum (University of Ottawa, Canada)"
question_answer_v2\Program_day 3.csv,What university is associated with the SD-Transformer project?,"University of Electronic Science and Technology of China, China"
question_answer_v2\Program_day 3.csv,Is the CP-FL project related to Federated Learning?,Yes
question_answer_v2\Program_day 3.csv,What is the date and time for the CRAEN 5 session program?,"Thursday, December 7, from 8:30 to 10:00"
question_answer_v2\Program_day 3.csv,What is the main topic of CRAEN 5?,Federated Learning for Wireless Networks
question_answer_v2\Program_day 3.csv,Who is the chair of the CRAEN 5 session program?,"Xiaoyao Huang (China Telecom Research Institute, China)"
question_answer_v2\Program_day 3.csv,Which university is associated with the paper 'Federated Learning-based Radio Environment Map Construction for Wireless Networks'?,"Singapore Institute of Technology, Singapore"
question_answer_v2\Program_day 3.csv,What is the title of the paper presented by Chao Chen and his team?,Efficient Federated Learning using Random Pruning in Resource-Constrained Edge Intelligence Networks
question_answer_v2\Program_day 3.csv,What is the focus of the session CT 5?,Federated and Distributed Learning
question_answer_v2\Program_day 3.csv,Who is the chair of the CT 5 session?,"Jia Yan (The Hong Kong University of Science and Technology (Guangzhou), China)"
question_answer_v2\Program_day 3.csv,"Which university is Sayantan Adhikary from, who presented at the CT 5 session program?","Indian Institute of Science, Bangalore, India"
question_answer_v2\Program_day 3.csv,What is the topic of the paper presented by Hang Liu and his team?,On the Privacy Leakage of Over-the-Air Federated Learning Over MIMO Fading Channels
question_answer_v2\Program_day 3.csv,Is 'Adaptive Top-K in SGD for Communication-Efficient Distributed Learning' a part of CT 5?,Yes
question_answer_v2\Program_day 3.csv,What university is associated with the project 'Bayesian Over-the-Air FedAvg via Channel Driven Stochastic Gradient Langevin Dynamics'?,"University of Glasgow, United Kingdom (Great Britain)"
question_answer_v2\Program_day 3.csv,Is the DAFL project related to Federated Learning?,Yes
question_answer_v2\Program_day 3.csv,What is the date and time for the CT 6 session program?,"Thursday, December 7, from 8:30 to 10:00"
question_answer_v2\Program_day 3.csv,What is the main topic of CT 6?,Coding Theory II
question_answer_v2\Program_day 3.csv,Who is the chair of the CT 6 session program?,"Chongjun Ouyang (University College Dublin, Ireland & School of Electrical and Electronic Engineering, Ireland)"
question_answer_v2\Program_day 3.csv,"Which university is Yufei Chen from, who presented at the CT 6 session program?","Xidian University, China"
question_answer_v2\Program_day 3.csv,What is the title of the paper presented by Min Qiu and his team?,Coexistence of Heterogeneous Services in the Uplink with Discrete Signaling and Treating Interference as Noise
